SAMPLE_NAME,L,a,b
A1,85.57404193647994,1.9190985122113369,-1.2326436783697048
A2,92.07369565485781,3.53821630522122,2.2271439294754947
A3,89.83891550788358,1.396724878389155,-5.33533601503311
A4,92.07603038059281,-2.4558811234967615,-0.3416757197894693
A5,91.60084358183933,4.133842053106129,2.4584646525693588
A6,90.63699705037114,0.36980656383933663,-2.098135693647585
A7,94.12252956376395,0.2799249903227552,2.6363756797795457
A8,91.94057193704113,3.6553189038907585,-2.0116719517653925
A9,92.06578864981897,-1.945806511079784,-4.576181238312893
B1,78.59790278414239,2.8279279927028167,-0.5326096812493519
B2,89.27213061130038,7.096257461065624,5.889044330338389
B3,84.74507470562041,2.2364932958681694,-8.86411758639223
B4,88.66051019171046,-4.289082248596532,0.32122606907007967
B5,88.41062696206713,7.616160186255994,6.248447177844851
B6,86.53476827047405,0.887062877489242,-2.185140978302469
B7,92.85411665156536,0.3345861574640674,6.39933302934006
B8,88.99896045694979,6.687802633985052,-1.866220841766153
B9,89.3280940436858,-3.739696831891459,-7.4830523074314925
C1,66.36574359717855,4.159183889053564,-0.8200692214695993
C2,85.59456720937834,12.17624092475944,13.086698486276283
C3,76.31836996835735,3.5962031084921797,-14.708750286406636
C4,83.59908132052075,-8.4940747194725,2.6012197839772266
C5,83.8544016919412,15.007331564248382,13.092592961583204
C6,80.44045622164559,0.6062374032677065,-2.7135764666570417
C7,91.8992024457407,1.131735857066496,14.233856925565647
C8,85.01185683306771,13.495341448934884,-2.0141977722906157
C9,84.51690074856795,-7.367168056038597,-12.847915839468627
D1,55.39747261376071,4.708928097895749,0.1391835080478243
D2,82.4685750630201,18.40973359964576,19.04597703610065
D3,69.26966767357764,4.888920618435099,-20.02901421384138
D4,79.12095025478598,-12.759579980314406,3.8707259778036462
D5,80.47632858464965,20.873327558053212,18.36318577091134
D6,73.5535136107856,1.2786773255900608,-3.106746305142649
D7,91.60098300039026,1.4537849378222778,22.016232764611576
D8,80.70820219899146,19.3754416059847,-1.7297987671764048
D9,80.65668356491355,-12.02043368450434,-18.61522305171981
E1,44.36940746135832,5.5098014178593395,0.4190883297984005
E2,79.374503966948,23.499748044523926,25.071744834799524
E3,61.753876729137986,5.3711359474653,-25.265535645359826
E4,74.54723347496629,-17.395892652821267,5.68230377911656
E5,75.86971866433377,28.180842693831643,24.972934859496632
E6,67.13123608388943,1.4740630414569744,-3.6591079510182922
E7,91.25827121909848,1.5381914423778786,28.655483236400393
E8,76.9270879205534,26.270904317768185,-1.579990543021803
E9,76.22193061391822,-15.59343132487484,-23.38023283452939
F1,36.40256893902462,5.938115804064253,0.8319197958183588
F2,74.85687187197803,31.183392308314296,32.63016703640149
F3,52.24012671811917,6.414362171703159,-32.89680311701808
F4,70.55067633492952,-22.71379003295132,7.874279440731602
F5,72.33498274818983,34.80504035657028,31.10441239081634
F6,60.720038641123026,1.7423202022916473,-3.8826325416182916
F7,90.48511039840706,2.291747398338373,37.588668041988726
F8,73.12165776896161,32.61795316245614,-0.9894972007807867
F9,71.66448732192308,-19.256811026386377,-28.325074135104433
G1,26.73224064979417,5.243168652697111,1.2190998032966749
G2,72.35332665687973,35.314947455926614,36.92772895616725
G3,48.78226162196452,6.740932410788991,-33.33728605519566
G4,66.69190405191127,-28.14487262841453,9.79987733130292
G5,68.65540006925406,40.78501571226067,36.50534252662976
G6,53.92234709842013,1.3753016788112804,-3.457588636086517
G7,90.66279963777136,2.274922701214821,45.56390593553314
G8,69.91396455348627,38.755271080373745,-0.6638919828197309
G9,67.92177130855454,-22.390622875399945,-31.799489424161507
H1,20.20416368096957,5.529914017330856,2.780394709659262
H2,68.77655665119799,41.50315483785144,44.503607858281605
H3,37.02470275256243,6.188913288070169,-43.56736688814529
H4,62.75289860201069,-32.61032811073339,10.187370642419612
H5,65.11072978771915,47.91067193857018,43.22907266416964
H6,46.83202406003246,2.302925276164991,-3.499561544361862
H7,90.52155857895623,2.4454776571151693,55.93765411602336
H8,65.49159875112821,45.72591132421272,0.5398427995104704
H9,62.90628961863963,-27.799251895152143,-36.91238801635133
I1,13.664592928425503,1.7267016920628486,-0.021840222399649445
I2,65.54446960932039,47.58396297136569,52.530091086716155
I3,34.48228524734944,6.11998164671343,-42.25192619636182
I4,59.239041607497825,-37.61439731222116,11.878821043013922
I5,60.541476366307464,55.71739632463585,52.98052170510291
I6,39.868050998109844,2.589898998784923,-3.708042558746827
I7,90.46329732305205,2.8426309338380196,67.75478422073871
I8,62.129309960194945,52.14442645558459,1.7119769199846147
I9,58.10951085957912,-32.358174513996914,-41.09280801607884
J1,10.791865470379236,0.46388161443691733,-1.5531614594498755
J2,61.66443453660216,53.517391282225105,57.16744557245265
J3,25.478269630343867,6.768029490204247,-48.908728599341835
J4,52.08816873609004,-46.775754394838444,16.387328844258732
J5,56.6065368366521,60.53673316708619,52.628499951731854
J6,30.415703330105984,2.8043203952005102,-3.944144751335077
J7,90.72728726249079,2.316681041388824,77.18123910013558
J8,58.80967796440041,55.087015133458706,3.2466615481729466
J9,54.576867813132054,-34.18365430221942,-43.32922329831437
K1,11.304522644140803,0.4678717669938659,-1.570013200324144
K2,58.82904061656478,58.16634752235827,55.92034261376878
K3,21.983157255028274,5.370797505363595,-50.41721852763601
K4,47.173934117959725,-52.58827102679117,15.995025618975077
K5,52.70894534025901,65.26129521941398,54.05620797339742
K6,18.127369055548264,2.840728623343336,-0.3108489606883813
K7,90.0128075868672,2.6416823369737608,81.14141096448513
K8,52.41096116670211,57.14146205480208,4.911723044115779
K9,52.71257288250362,-28.438247080966093,-38.59810841132438
